duration,duration_seconds,file_size,format_name,total_bitrate,video_bitrate,video_codec,audio_codec,is_avc,video_profile,video_resolution_height,video_resolution_width,path_file,file_path_folder,file_name,resolution,video_resolution_to_change,subfolder_n1
00:08:43.93,523.935011,159048108,"mov,mp4,m4a,3gp,3g2,mj2",2428516,2291826,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/37.  Aula 19 - Controlando Fluxos com IF ELSE.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,37.  Aula 19 - Controlando Fluxos com IF ELSE.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:07:32.51,452.51,130899046,"mov,mp4,m4a,3gp,3g2,mj2",2314186,2177530,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/38.  Aula 21 - Controlando Fluxos de Execução com WHEN.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,38.  Aula 21 - Controlando Fluxos de Execução com WHEN.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:05:43.42,343.422993,106200575,"mov,mp4,m4a,3gp,3g2,mj2",2473930,2337368,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/39.  Aula 22 - Conceitos sobre Laços de Repetição.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,39.  Aula 22 - Conceitos sobre Laços de Repetição.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:04:32.34,272.347007,78552236,"mov,mp4,m4a,3gp,3g2,mj2",2307416,2170493,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/40.  Aula 23 - Laços de Repetição com FOR.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,40.  Aula 23 - Laços de Repetição com FOR.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:05:02.67,302.671995,94907062,"mov,mp4,m4a,3gp,3g2,mj2",2508512,2371561,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/41.  Aula 24 - Laços de Repetição com WHILE.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,41.  Aula 24 - Laços de Repetição com WHILE.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:15:20.55,920.555,168259613,"mov,mp4,m4a,3gp,3g2,mj2",1462244,1325461,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/42.  Aplicação para WHILE - Conversão de números  Binário para Decimal  Parte 01.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,42.  Aplicação para WHILE - Conversão de números  Binário para Decimal  Parte 01.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:12:17.08,737.088,97796795,"mov,mp4,m4a,3gp,3g2,mj2",1061439,924689,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/43.  Aplicação para WHILE - Conversão de números  Binário para Decimal  Parte 02.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,43.  Aplicação para WHILE - Conversão de números  Binário para Decimal  Parte 02.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:04:46.41,286.418005,80123903,"mov,mp4,m4a,3gp,3g2,mj2",2237957,2101079,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/44.  Aula 25 - Laços de Repetição com DO WHILE.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,44.  Aula 25 - Laços de Repetição com DO WHILE.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:06:57.89,417.899,94959741,"mov,mp4,m4a,3gp,3g2,mj2",1817850,1681078,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/45. Contextualização do que iremos estudar nessa seção sobre Arrays em Kotlin..mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,45. Contextualização do que iremos estudar nessa seção sobre Arrays em Kotlin..mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:08:22.40,502.4,87340058,"mov,mp4,m4a,3gp,3g2,mj2",1390765,1254013,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/46. Array - Criação de um Array vazio  do Tipo String..mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,46. Array - Criação de um Array vazio  do Tipo String..mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:12:32.32,752.32,123206475,"mov,mp4,m4a,3gp,3g2,mj2",1310149,1173410,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/47. Array - Criação de um Array com 4 elementos do Tipo String.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,47. Array - Criação de um Array com 4 elementos do Tipo String.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:13:23.56,803.563,146117231,"mov,mp4,m4a,3gp,3g2,mj2",1454693,1317818,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/48. Array - Como ler um Array com laço de repetição for.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,48. Array - Como ler um Array com laço de repetição for.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:13:12.83,792.832,127646674,"mov,mp4,m4a,3gp,3g2,mj2",1288007,1151238,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/49. Trabalhando com LocalDateTime - Como obter a data e hora corrente.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,49. Trabalhando com LocalDateTime - Como obter a data e hora corrente.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:11:18.05,678.059,128063320,"mov,mp4,m4a,3gp,3g2,mj2",1510940,1374116,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/50. Trabalhando com DateTimeFormatter - Como formatar a data e hora corrente.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,50. Trabalhando com DateTimeFormatter - Como formatar a data e hora corrente.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:05:28.89,328.896,66063988,"mov,mp4,m4a,3gp,3g2,mj2",1606927,1469960,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/51. Trabalhando com getProperty - Como obter o diretório atual.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,51. Trabalhando com getProperty - Como obter o diretório atual.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:04:48.48,288.485011,80020138,"mov,mp4,m4a,3gp,3g2,mj2",2219044,2082165,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/52. Algoritmo 00 - O que são Algoritmos.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,52. Algoritmo 00 - O que são Algoritmos.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:16:31.74,991.747007,237804524,"mov,mp4,m4a,3gp,3g2,mj2",1918267,1781526,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/53. Algoritmo 01 - Soma de dois números inteiros [Solução].mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,53. Algoritmo 01 - Soma de dois números inteiros [Solução].mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:08:55.91,535.916009,107355256,"mov,mp4,m4a,3gp,3g2,mj2",1602568,1465757,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/55. O que você vai aprender no módulo Básico sobre Desenvolvimento Android Kotlin.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,55. O que você vai aprender no módulo Básico sobre Desenvolvimento Android Kotlin.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:14:33.90,873.906009,188842278,"mov,mp4,m4a,3gp,3g2,mj2",1728719,1592064,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/56. Orientações para Instalação versão da IDE Android Studio mais recente..mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,56. Orientações para Instalação versão da IDE Android Studio mais recente..mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:11:59.98,719.980998,208921700,"mov,mp4,m4a,3gp,3g2,mj2",2321413,2184652,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/57. Aplicativo Somar Dois Números - Criação do Projeto..mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,57. Aplicativo Somar Dois Números - Criação do Projeto..mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:11:13.98,673.981995,157758376,"mov,mp4,m4a,3gp,3g2,mj2",1872553,1735899,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/58. Aplicativo Soma Dois Números - Estrutura de um projeto Kotlin Android Studio.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,58. Aplicativo Soma Dois Números - Estrutura de um projeto Kotlin Android Studio.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:12:32.65,752.651995,172662824,"mov,mp4,m4a,3gp,3g2,mj2",1835247,1698598,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/59. Aplicativo Somar Dois Números - Componente de Layout TextView.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,59. Aplicativo Somar Dois Números - Componente de Layout TextView.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:24:14.60,1454.6,358856691,"mov,mp4,m4a,3gp,3g2,mj2",1973637,1836912,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/60. Aplicativo Somar Dois Números - ConstraitLayout Tela Responsiva do aplicativo.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,60. Aplicativo Somar Dois Números - ConstraitLayout Tela Responsiva do aplicativo.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:08:44.00,524.0,160456315,"mov,mp4,m4a,3gp,3g2,mj2",2449714,2312865,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/61. Aplicativo Somar Dois Números - Rodando o projeto no Emulador AVD..mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,61. Aplicativo Somar Dois Números - Rodando o projeto no Emulador AVD..mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:07:12.00,432.0,72783609,"mov,mp4,m4a,3gp,3g2,mj2",1347844,1211139,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/62. Aplicativo Somar Dois Números - O que são os IDs para os componentes de Layout.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,62. Aplicativo Somar Dois Números - O que são os IDs para os componentes de Layout.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:10:45.35,645.351995,151543734,"mov,mp4,m4a,3gp,3g2,mj2",1878587,1741955,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/63. Aplicativo Somar Dois Números - Atribuindo IDs corretamente para os componentes..mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,63. Aplicativo Somar Dois Números - Atribuindo IDs corretamente para os componentes..mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:16:43.91,1003.915011,300250106,"mov,mp4,m4a,3gp,3g2,mj2",2392633,2255903,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/64. Aplicativo Somar Dois Números - Declarando componentes e atributos em Kotlin.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,64. Aplicativo Somar Dois Números - Declarando componentes e atributos em Kotlin.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:08:22.10,502.108005,134357302,"mov,mp4,m4a,3gp,3g2,mj2",2140691,2004027,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/65. Aplicativo Somar Dois Números - Capturando CLICK nos botões programaticamente..mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,65. Aplicativo Somar Dois Números - Capturando CLICK nos botões programaticamente..mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:14:36.64,876.646009,225737816,"mov,mp4,m4a,3gp,3g2,mj2",2060013,1923359,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/66. Aplicativo Somar Dois Números - Capturando DADOS digitados no EditText.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,66. Aplicativo Somar Dois Números - Capturando DADOS digitados no EditText.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:07:44.51,464.515011,136327810,"mov,mp4,m4a,3gp,3g2,mj2",2347873,2211250,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/67. Aplicativo Somar Dois Números - Monitoramento ao app via modo DEBUG.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,67. Aplicativo Somar Dois Números - Monitoramento ao app via modo DEBUG.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:06:49.64,409.646009,91507780,"mov,mp4,m4a,3gp,3g2,mj2",1787060,1650405,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/68. Aplicativo Somar Dois Números - Validando dados digitados com método isEmpty().mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,68. Aplicativo Somar Dois Números - Validando dados digitados com método isEmpty().mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:03:14.00,194.005,46077745,"mov,mp4,m4a,3gp,3g2,mj2",1900064,1763584,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/69. Como será o aplicativo que você vai criar nas próximas aulas.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,69. Como será o aplicativo que você vai criar nas próximas aulas.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:07:03.65,423.659,65534611,"mov,mp4,m4a,3gp,3g2,mj2",1237497,1100531,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/70. Adicionando a pasta assets para receber fontes true type..mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,70. Adicionando a pasta assets para receber fontes true type..mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:05:44.36,344.363,72309728,"mov,mp4,m4a,3gp,3g2,mj2",1679848,1543286,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/71. Declarando os componentes de layout TextView e Button em Kotlin.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,71. Declarando os componentes de layout TextView e Button em Kotlin.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:03:28.42,208.427,43036907,"mov,mp4,m4a,3gp,3g2,mj2",1651874,1515043,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/72. Declarando atributos de apoio para acessar as fontes..mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,72. Declarando atributos de apoio para acessar as fontes..mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
00:05:40.52,340.523,74341766,"mov,mp4,m4a,3gp,3g2,mj2",1746531,1609711,h264,aac,1,Main,720,1280,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira/73. Associando as fontes true type aos componentes TextText e Button.mp4,/home/yan/Downloads/cursos/Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira,73. Associando as fontes true type aos componentes TextText e Button.mp4,1280x720,,Kotlin Fundamentos da Programação para Leigos - Marco Aurélio Dias de Oliveira
